"Dictator, The (2012)","Dictator, The (2012)"
Die Another Day (2002),Die Another Day (2002)
Die Hard (1988),Die Hard (1988)
Die Hard 2 (1990),Die Hard 2 (1990)
Die Hard: With a Vengeance (1995),Die Hard: With a Vengeance (1995)
Diner (1982),Diner (1982)
Dinosaur (2000),Dinosaur (2000)
Dirty Dancing (1987),Dirty Dancing (1987)
"Dirty Dozen, The (1967)","Dirty Dozen, The (1967)"
Dirty Harry (1971),Dirty Harry (1971)
Dirty Pretty Things (2002),Dirty Pretty Things (2002)
Dirty Rotten Scoundrels (1988),Dirty Rotten Scoundrels (1988)
Disclosure (1994),Disclosure (1994)
District 9 (2009),District 9 (2009)
Divergent (2014),Divergent (2014)
Django Unchained (2012),Django Unchained (2012)
Do the Right Thing (1989),Do the Right Thing (1989)
Doctor Dolittle (1967),Doctor Dolittle (1967)
Doctor Strange (2016),Doctor Strange (2016)
Doctor Zhivago (1965),Doctor Zhivago (1965)
Dodgeball: A True Underdog Story (2004),Dodgeball: A True Underdog Story (2004)
Dog Day Afternoon (1975),Dog Day Afternoon (1975)
Dogma (1999),Dogma (1999)
Dogville (2003),Dogville (2003)
Dolores Claiborne (1995),Dolores Claiborne (1995)
Don Juan DeMarco (1995),Don Juan DeMarco (1995)
Don't Tell Mom the Babysitter's Dead (1991),Don't Tell Mom the Babysitter's Dead (1991)
Donnie Brasco (1997),Donnie Brasco (1997)
Donnie Darko (2001),Donnie Darko (2001)
"Doors, The (1991)","Doors, The (1991)"
Double Indemnity (1944),Double Indemnity (1944)
Double Jeopardy (1999),Double Jeopardy (1999)
Down Periscope (1996),Down Periscope (1996)
Down by Law (1986),Down by Law (1986)
Down to Earth (2001),Down to Earth (2001)
"Downfall (Untergang, Der) (2004)","Downfall (Untergang, Der) (2004)"
Dr. Dolittle (1998),Dr. Dolittle (1998)
Dr. Dolittle 2 (2001),Dr. Dolittle 2 (2001)
Dr. Horrible's Sing-Along Blog (2008),Dr. Horrible's Sing-Along Blog (2008)
Dr. No (1962),Dr. No (1962)
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)
Dracula (Bram Stoker's Dracula) (1992),Dracula (Bram Stoker's Dracula) (1992)
Dracula: Dead and Loving It (1995),Dracula: Dead and Loving It (1995)
Dragonheart (1996),Dragonheart (1996)
"Dreamers, The (2003)","Dreamers, The (2003)"
Dredd (2012),Dredd (2012)
Drive (2011),Drive (2011)
Driving Miss Daisy (1989),Driving Miss Daisy (1989)
Drop Zone (1994),Drop Zone (1994)
Duck Soup (1933),Duck Soup (1933)
"Dude, Where's My Car? (2000)","Dude, Where's My Car? (2000)"
"Dukes of Hazzard, The (2005)","Dukes of Hazzard, The (2005)"
Dumb & Dumber (Dumb and Dumber) (1994),Dumb & Dumber (Dumb and Dumber) (1994)
Dumb and Dumberer: When Harry Met Lloyd (2003),Dumb and Dumberer: When Harry Met Lloyd (2003)
Dumbo (1941),Dumbo (1941)
Dune (1984),Dune (1984)
Dungeons & Dragons (2000),Dungeons & Dragons (2000)
Dunkirk (2017),Dunkirk (2017)
Déjà Vu (Deja Vu) (2006),Déjà Vu (Deja Vu) (2006)
E.T. the Extra-Terrestrial (1982),E.T. the Extra-Terrestrial (1982)
EDtv (1999),EDtv (1999)
Eastern Promises (2007),Eastern Promises (2007)
Easy A (2010),Easy A (2010)
Easy Rider (1969),Easy Rider (1969)
Eat Drink Man Woman (Yin shi nan nu) (1994),Eat Drink Man Woman (Yin shi nan nu) (1994)
Ed Wood (1994),Ed Wood (1994)
Edge of Tomorrow (2014),Edge of Tomorrow (2014)
"Edge, The (1997)","Edge, The (1997)"
Edward Scissorhands (1990),Edward Scissorhands (1990)
Election (1999),Election (1999)
"Elephant Man, The (1980)","Elephant Man, The (1980)"
Elf (2003),Elf (2003)
Elizabeth (1998),Elizabeth (1998)
Elysium (2013),Elysium (2013)
Emma (1996),Emma (1996)
"Emperor's New Groove, The (2000)","Emperor's New Groove, The (2000)"
Empire Records (1995),Empire Records (1995)
Enchanted (2007),Enchanted (2007)
Encino Man (1992),Encino Man (1992)
End of Days (1999),End of Days (1999)
Ender's Game (2013),Ender's Game (2013)
Enemy at the Gates (2001),Enemy at the Gates (2001)
Enemy of the State (1998),Enemy of the State (1998)
"English Patient, The (1996)","English Patient, The (1996)"
"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)","Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)"
Enter the Dragon (1973),Enter the Dragon (1973)
Entrapment (1999),Entrapment (1999)
Equilibrium (2002),Equilibrium (2002)
Eragon (2006),Eragon (2006)
Eraser (1996),Eraser (1996)
Erin Brockovich (2000),Erin Brockovich (2000)
Escape from L.A. (1996),Escape from L.A. (1996)
Escape from New York (1981),Escape from New York (1981)
Escape from the Planet of the Apes (1971),Escape from the Planet of the Apes (1971)
Eternal Sunshine of the Spotless Mind (2004),Eternal Sunshine of the Spotless Mind (2004)
EuroTrip (2004),EuroTrip (2004)
European Vacation (aka National Lampoon's European Vacation) (1985),European Vacation (aka National Lampoon's European Vacation) (1985)
Evan Almighty (2007),Evan Almighty (2007)
Event Horizon (1997),Event Horizon (1997)
Ever After: A Cinderella Story (1998),Ever After: A Cinderella Story (1998)
Everyone Says I Love You (1996),Everyone Says I Love You (1996)
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972),Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972)
Evil Dead II (Dead by Dawn) (1987),Evil Dead II (Dead by Dawn) (1987)
"Evil Dead, The (1981)","Evil Dead, The (1981)"
Evita (1996),Evita (1996)
Evolution (2001),Evolution (2001)
Ex Machina (2015),Ex Machina (2015)
Excalibur (1981),Excalibur (1981)
Executive Decision (1996),Executive Decision (1996)
Exit Through the Gift Shop (2010),Exit Through the Gift Shop (2010)
Exit to Eden (1994),Exit to Eden (1994)
"Exorcist, The (1973)","Exorcist, The (1973)"
Exotica (1994),Exotica (1994)
"Expendables, The (2010)","Expendables, The (2010)"
Eyes Wide Shut (1999),Eyes Wide Shut (1999)
F/X (1986),F/X (1986)
Face/Off (1997),Face/Off (1997)
"Faculty, The (1998)","Faculty, The (1998)"
Fahrenheit 9/11 (2004),Fahrenheit 9/11 (2004)
"Fall, The (2006)","Fall, The (2006)"
Fallen (1998),Fallen (1998)
Falling Down (1993),Falling Down (1993)
Family Guy Presents Stewie Griffin: The Untold Story (2005),Family Guy Presents Stewie Griffin: The Untold Story (2005)
"Family Man, The (2000)","Family Man, The (2000)"
Fantasia (1940),Fantasia (1940)
Fantasia 2000 (1999),Fantasia 2000 (1999)
Fantastic Beasts and Where to Find Them (2016),Fantastic Beasts and Where to Find Them (2016)
Fantastic Four (2005),Fantastic Four (2005)
Fantastic Four: Rise of the Silver Surfer (2007),Fantastic Four: Rise of the Silver Surfer (2007)
Fantastic Mr. Fox (2009),Fantastic Mr. Fox (2009)
Far and Away (1992),Far and Away (1992)
Far from Heaven (2002),Far from Heaven (2002)
Fargo (1996),Fargo (1996)
Fast Times at Ridgemont High (1982),Fast Times at Ridgemont High (1982)
"Fast and the Furious, The (2001)","Fast and the Furious, The (2001)"
"Fast and the Furious: Tokyo Drift, The (Fast and the Furious 3, The) (2006)","Fast and the Furious: Tokyo Drift, The (Fast and the Furious 3, The) (2006)"
Fatal Attraction (1987),Fatal Attraction (1987)
Fatal Instinct (1993),Fatal Instinct (1993)
Father of the Bride (1950),Father of the Bride (1950)
Father of the Bride (1991),Father of the Bride (1991)
Father of the Bride Part II (1995),Father of the Bride Part II (1995)
Fear and Loathing in Las Vegas (1998),Fear and Loathing in Las Vegas (1998)
"Femme Nikita, La (Nikita) (1990)","Femme Nikita, La (Nikita) (1990)"
Ferris Bueller's Day Off (1986),Ferris Bueller's Day Off (1986)
"Few Good Men, A (1992)","Few Good Men, A (1992)"
Field of Dreams (1989),Field of Dreams (1989)
"Fifth Element, The (1997)","Fifth Element, The (1997)"
Fight Club (1999),Fight Club (1999)
"Fighter, The (2010)","Fighter, The (2010)"
Final Destination (2000),Final Destination (2000)
Final Fantasy: The Spirits Within (2001),Final Fantasy: The Spirits Within (2001)
Finding Dory (2016),Finding Dory (2016)
Finding Forrester (2000),Finding Forrester (2000)
Finding Nemo (2003),Finding Nemo (2003)
Finding Neverland (2004),Finding Neverland (2004)
"Firm, The (1993)","Firm, The (1993)"
First Blood (Rambo: First Blood) (1982),First Blood (Rambo: First Blood) (1982)
First Knight (1995),First Knight (1995)
First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996),First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996)
"First Wives Club, The (1996)","First Wives Club, The (1996)"
"Fish Called Wanda, A (1988)","Fish Called Wanda, A (1988)"
"Fisher King, The (1991)","Fisher King, The (1991)"
"Fistful of Dollars, A (Per un pugno di dollari) (1964)","Fistful of Dollars, A (Per un pugno di dollari) (1964)"
Flags of Our Fathers (2006),Flags of Our Fathers (2006)
Flashdance (1983),Flashdance (1983)
Flatliners (1990),Flatliners (1990)
Fletch (1985),Fletch (1985)
Flight of the Navigator (1986),Flight of the Navigator (1986)
Flightplan (2005),Flightplan (2005)
"Flintstones in Viva Rock Vegas, The (2000)","Flintstones in Viva Rock Vegas, The (2000)"
"Flintstones, The (1994)","Flintstones, The (1994)"
Flirting With Disaster (1996),Flirting With Disaster (1996)
Flubber (1997),Flubber (1997)
Fly Away Home (1996),Fly Away Home (1996)
"Fly, The (1958)","Fly, The (1958)"
"Fly, The (1986)","Fly, The (1986)"
"Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The (2003)","Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The (2003)"
Fools Rush In (1997),Fools Rush In (1997)
Footloose (1984),Footloose (1984)
For Your Eyes Only (1981),For Your Eyes Only (1981)
For a Few Dollars More (Per qualche dollaro in più) (1965),For a Few Dollars More (Per qualche dollaro in più) (1965)
Forbidden Planet (1956),Forbidden Planet (1956)
Forever Young (1992),Forever Young (1992)
Forget Paris (1995),Forget Paris (1995)
Forgetting Sarah Marshall (2008),Forgetting Sarah Marshall (2008)
Forrest Gump (1994),Forrest Gump (1994)
"Fountain, The (2006)","Fountain, The (2006)"
Four Rooms (1995),Four Rooms (1995)
Four Weddings and a Funeral (1994),Four Weddings and a Funeral (1994)
"Fox and the Hound, The (1981)","Fox and the Hound, The (1981)"
Fracture (2007),Fracture (2007)
Frailty (2001),Frailty (2001)
Frankenstein (1931),Frankenstein (1931)
Freaky Friday (2003),Freaky Friday (2003)
Free Willy (1993),Free Willy (1993)
"French Connection, The (1971)","French Connection, The (1971)"
French Kiss (1995),French Kiss (1995)
Frequency (2000),Frequency (2000)
Frida (2002),Frida (2002)
Friday (1995),Friday (1995)
Friday the 13th (1980),Friday the 13th (1980)
Fried Green Tomatoes (1991),Fried Green Tomatoes (1991)
Friends with Benefits (2011),Friends with Benefits (2011)
Fright Night (1985),Fright Night (1985)
"Frighteners, The (1996)","Frighteners, The (1996)"
From Dusk Till Dawn (1996),From Dusk Till Dawn (1996)
From Hell (2001),From Hell (2001)
From Here to Eternity (1953),From Here to Eternity (1953)
From Russia with Love (1963),From Russia with Love (1963)
Frozen (2013),Frozen (2013)
"Fugitive, The (1993)","Fugitive, The (1993)"
Full Metal Jacket (1987),Full Metal Jacket (1987)
"Full Monty, The (1997)","Full Monty, The (1997)"
Fun with Dick and Jane (2005),Fun with Dick and Jane (2005)
Funny Farm (1988),Funny Farm (1988)
Fury (2014),Fury (2014)
G.I. Jane (1997),G.I. Jane (1997)
Galaxy Quest (1999),Galaxy Quest (1999)
"Game, The (1997)","Game, The (1997)"
Gandhi (1982),Gandhi (1982)
Gangs of New York (2002),Gangs of New York (2002)
Garden State (2004),Garden State (2004)
Gattaca (1997),Gattaca (1997)
"General's Daughter, The (1999)","General's Daughter, The (1999)"
George of the Jungle (1997),George of the Jungle (1997)
Get Out (2017),Get Out (2017)
Get Shorty (1995),Get Shorty (1995)
Get Smart (2008),Get Smart (2008)
Ghost (1990),Ghost (1990)
Ghost Dog: The Way of the Samurai (1999),Ghost Dog: The Way of the Samurai (1999)
Ghost Rider (2007),Ghost Rider (2007)
Ghost World (2001),Ghost World (2001)
"Ghost and the Darkness, The (1996)","Ghost and the Darkness, The (1996)"
Ghost in the Shell (Kôkaku kidôtai) (1995),Ghost in the Shell (Kôkaku kidôtai) (1995)
Ghostbusters (a.k.a. Ghost Busters) (1984),Ghostbusters (a.k.a. Ghost Busters) (1984)
Ghostbusters II (1989),Ghostbusters II (1989)
"Gift, The (2000)","Gift, The (2000)"
"Girl Next Door, The (2004)","Girl Next Door, The (2004)"
Girl with a Pearl Earring (2003),Girl with a Pearl Earring (2003)
"Girl with the Dragon Tattoo, The (2011)","Girl with the Dragon Tattoo, The (2011)"
"Girl with the Dragon Tattoo, The (Män som hatar kvinnor) (2009)","Girl with the Dragon Tattoo, The (Män som hatar kvinnor) (2009)"
"Girl, Interrupted (1999)","Girl, Interrupted (1999)"
Gladiator (2000),Gladiator (2000)
Glengarry Glen Ross (1992),Glengarry Glen Ross (1992)
Glory (1989),Glory (1989)
Go (1999),Go (1999)
"Godfather, The (1972)","Godfather, The (1972)"
"Godfather: Part II, The (1974)","Godfather: Part II, The (1974)"
"Godfather: Part III, The (1990)","Godfather: Part III, The (1990)"
"Gods Must Be Crazy, The (1980)","Gods Must Be Crazy, The (1980)"
Godzilla (1998),Godzilla (1998)
Godzilla (2014),Godzilla (2014)
"Golden Child, The (1986)","Golden Child, The (1986)"
"Golden Compass, The (2007)","Golden Compass, The (2007)"
GoldenEye (1995),GoldenEye (1995)
Goldfinger (1964),Goldfinger (1964)
Gone Baby Gone (2007),Gone Baby Gone (2007)
Gone Girl (2014),Gone Girl (2014)
Gone in 60 Seconds (2000),Gone in 60 Seconds (2000)
Gone with the Wind (1939),Gone with the Wind (1939)
"Good Girl, The (2002)","Good Girl, The (2002)"
"Good Morning, Vietnam (1987)","Good Morning, Vietnam (1987)"
"Good Night, and Good Luck. (2005)","Good Night, and Good Luck. (2005)"
Good Will Hunting (1997),Good Will Hunting (1997)
"Good bye, Lenin! (2003)","Good bye, Lenin! (2003)"
"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)","Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)"
"Goodbye Girl, The (1977)","Goodbye Girl, The (1977)"
Goodfellas (1990),Goodfellas (1990)
"Goofy Movie, A (1995)","Goofy Movie, A (1995)"
"Goonies, The (1985)","Goonies, The (1985)"
Gosford Park (2001),Gosford Park (2001)
"Graduate, The (1967)","Graduate, The (1967)"
Gran Torino (2008),Gran Torino (2008)
"Grand Budapest Hotel, The (2014)","Grand Budapest Hotel, The (2014)"
"Grand Day Out with Wallace and Gromit, A (1989)","Grand Day Out with Wallace and Gromit, A (1989)"
Grave of the Fireflies (Hotaru no haka) (1988),Grave of the Fireflies (Hotaru no haka) (1988)
Gravity (2013),Gravity (2013)
Grease (1978),Grease (1978)
Grease 2 (1982),Grease 2 (1982)
"Great Dictator, The (1940)","Great Dictator, The (1940)"
"Great Escape, The (1963)","Great Escape, The (1963)"
Great Expectations (1998),Great Expectations (1998)
"Great Gatsby, The (2013)","Great Gatsby, The (2013)"
"Great Muppet Caper, The (1981)","Great Muppet Caper, The (1981)"
"Green Hornet, The (2011)","Green Hornet, The (2011)"
"Green Mile, The (1999)","Green Mile, The (1999)"
Gremlins (1984),Gremlins (1984)
Gremlins 2: The New Batch (1990),Gremlins 2: The New Batch (1990)
"Grifters, The (1990)","Grifters, The (1990)"
Grindhouse (2007),Grindhouse (2007)
Grosse Pointe Blank (1997),Grosse Pointe Blank (1997)
Groundhog Day (1993),Groundhog Day (1993)
Grumpier Old Men (1995),Grumpier Old Men (1995)
Grumpy Old Men (1993),Grumpy Old Men (1993)
Guardians of the Galaxy (2014),Guardians of the Galaxy (2014)
Guardians of the Galaxy 2 (2017),Guardians of the Galaxy 2 (2017)
Guess Who's Coming to Dinner (1967),Guess Who's Coming to Dinner (1967)
"Guns of Navarone, The (1961)","Guns of Navarone, The (1961)"
Hackers (1995),Hackers (1995)
Hairspray (1988),Hairspray (1988)
Hairspray (2007),Hairspray (2007)
Half Baked (1998),Half Baked (1998)
Halloween (1978),Halloween (1978)
Hamlet (1996),Hamlet (1996)
Hancock (2008),Hancock (2008)
"Hangover Part II, The (2011)","Hangover Part II, The (2011)"
"Hangover, The (2009)","Hangover, The (2009)"
Hanna (2011),Hanna (2011)
Hannah and Her Sisters (1986),Hannah and Her Sisters (1986)
Hannibal (2001),Hannibal (2001)
Happiness (1998),Happiness (1998)
Happy Feet (2006),Happy Feet (2006)
Happy Gilmore (1996),Happy Gilmore (1996)
Hard Candy (2005),Hard Candy (2005)
"Hard Day's Night, A (1964)","Hard Day's Night, A (1964)"
Harold & Kumar Escape from Guantanamo Bay (2008),Harold & Kumar Escape from Guantanamo Bay (2008)
Harold and Kumar Go to White Castle (2004),Harold and Kumar Go to White Castle (2004)
Harold and Maude (1971),Harold and Maude (1971)
Harriet the Spy (1996),Harriet the Spy (1996)
Harry Potter and the Chamber of Secrets (2002),Harry Potter and the Chamber of Secrets (2002)
Harry Potter and the Deathly Hallows: Part 1 (2010),Harry Potter and the Deathly Hallows: Part 1 (2010)
Harry Potter and the Deathly Hallows: Part 2 (2011),Harry Potter and the Deathly Hallows: Part 2 (2011)
Harry Potter and the Goblet of Fire (2005),Harry Potter and the Goblet of Fire (2005)
Harry Potter and the Half-Blood Prince (2009),Harry Potter and the Half-Blood Prince (2009)
Harry Potter and the Order of the Phoenix (2007),Harry Potter and the Order of the Phoenix (2007)
Harry Potter and the Prisoner of Azkaban (2004),Harry Potter and the Prisoner of Azkaban (2004)
Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)
Harry and the Hendersons (1987),Harry and the Hendersons (1987)
Harvey (1950),Harvey (1950)
"Haunting, The (1999)","Haunting, The (1999)"
He's Just Not That Into You (2009),He's Just Not That Into You (2009)
Heartbreak Ridge (1986),Heartbreak Ridge (1986)
Heat (1995),Heat (1995)
Heathers (1989),Heathers (1989)
Heaven Can Wait (1978),Heaven Can Wait (1978)
Heavenly Creatures (1994),Heavenly Creatures (1994)
Heavy Metal (1981),Heavy Metal (1981)
Hedwig and the Angry Inch (2000),Hedwig and the Angry Inch (2000)
Hellboy (2004),Hellboy (2004)
Hellboy II: The Golden Army (2008),Hellboy II: The Golden Army (2008)
Hellraiser (1987),Hellraiser (1987)
"Help, The (2011)","Help, The (2011)"
Henry V (1989),Henry V (1989)
Her (2013),Her (2013)
Hercules (1997),Hercules (1997)
Hero (Ying xiong) (2002),Hero (Ying xiong) (2002)
Hidalgo (2004),Hidalgo (2004)
High Fidelity (2000),High Fidelity (2000)
High Noon (1952),High Noon (1952)
High Plains Drifter (1973),High Plains Drifter (1973)
Highlander (1986),Highlander (1986)
Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994)
His Girl Friday (1940),His Girl Friday (1940)
"History of Violence, A (2005)","History of Violence, A (2005)"
History of the World: Part I (1981),History of the World: Part I (1981)
Hitch (2005),Hitch (2005)
"Hitchhiker's Guide to the Galaxy, The (2005)","Hitchhiker's Guide to the Galaxy, The (2005)"
"Hobbit: An Unexpected Journey, The (2012)","Hobbit: An Unexpected Journey, The (2012)"
"Hobbit: The Desolation of Smaug, The (2013)","Hobbit: The Desolation of Smaug, The (2013)"
Hocus Pocus (1993),Hocus Pocus (1993)
Holes (2003),Holes (2003)
"Holiday, The (2006)","Holiday, The (2006)"
Hollow Man (2000),Hollow Man (2000)
Home Alone (1990),Home Alone (1990)
Home Alone 2: Lost in New York (1992),Home Alone 2: Lost in New York (1992)
Homeward Bound II: Lost in San Francisco (1996),Homeward Bound II: Lost in San Francisco (1996)
Homeward Bound: The Incredible Journey (1993),Homeward Bound: The Incredible Journey (1993)
"Honey, I Blew Up the Kid (1992)","Honey, I Blew Up the Kid (1992)"
"Honey, I Shrunk the Kids (1989)","Honey, I Shrunk the Kids (1989)"
Hook (1991),Hook (1991)
Hoop Dreams (1994),Hoop Dreams (1994)
Hoosiers (a.k.a. Best Shot) (1986),Hoosiers (a.k.a. Best Shot) (1986)
Horrible Bosses (2011),Horrible Bosses (2011)
Horrible Bosses 2 (2014),Horrible Bosses 2 (2014)
Hostel (2005),Hostel (2005)
Hot Fuzz (2007),Hot Fuzz (2007)
Hot Shots! (1991),Hot Shots! (1991)
Hot Shots! Part Deux (1993),Hot Shots! Part Deux (1993)
Hot Tub Time Machine (2010),Hot Tub Time Machine (2010)
Hotel Rwanda (2004),Hotel Rwanda (2004)
Hotel Transylvania (2012),Hotel Transylvania (2012)
"Hours, The (2002)","Hours, The (2002)"
House of Flying Daggers (Shi mian mai fu) (2004),House of Flying Daggers (Shi mian mai fu) (2004)
House on Haunted Hill (1999),House on Haunted Hill (1999)
Houseguest (1994),Houseguest (1994)
How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),How the Grinch Stole Christmas (a.k.a. The Grinch) (2000)
How the Grinch Stole Christmas! (1966),How the Grinch Stole Christmas! (1966)
How to Lose a Guy in 10 Days (2003),How to Lose a Guy in 10 Days (2003)
How to Make an American Quilt (1995),How to Make an American Quilt (1995)
How to Train Your Dragon (2010),How to Train Your Dragon (2010)
How to Train Your Dragon 2 (2014),How to Train Your Dragon 2 (2014)
Howard the Duck (1986),Howard the Duck (1986)
Howards End (1992),Howards End (1992)
Howl's Moving Castle (Hauru no ugoku shiro) (2004),Howl's Moving Castle (Hauru no ugoku shiro) (2004)
"Hudsucker Proxy, The (1994)","Hudsucker Proxy, The (1994)"
Hugo (2011),Hugo (2011)
Hulk (2003),Hulk (2003)
"Hunchback of Notre Dame, The (1996)","Hunchback of Notre Dame, The (1996)"
"Hunt for Red October, The (1990)","Hunt for Red October, The (1990)"
"Hurricane, The (1999)","Hurricane, The (1999)"
"Hurt Locker, The (2008)","Hurt Locker, The (2008)"
"Hustler, The (1961)","Hustler, The (1961)"
I Am Legend (2007),I Am Legend (2007)
I Am Sam (2001),I Am Sam (2001)
I Heart Huckabees (2004),I Heart Huckabees (2004)
I Know What You Did Last Summer (1997),I Know What You Did Last Summer (1997)
"I Love You, Man (2009)","I Love You, Man (2009)"
I Now Pronounce You Chuck and Larry (2007),I Now Pronounce You Chuck and Larry (2007)
I Still Know What You Did Last Summer (1998),I Still Know What You Did Last Summer (1998)
"I, Robot (2004)","I, Robot (2004)"
I.Q. (1994),I.Q. (1994)
Ice Age (2002),Ice Age (2002)
Ice Age 2: The Meltdown (2006),Ice Age 2: The Meltdown (2006)
Ice Age: Dawn of the Dinosaurs (2009),Ice Age: Dawn of the Dinosaurs (2009)
"Ice Storm, The (1997)","Ice Storm, The (1997)"
Identity (2003),Identity (2003)
Idiocracy (2006),Idiocracy (2006)
Idle Hands (1999),Idle Hands (1999)
Igby Goes Down (2002),Igby Goes Down (2002)
"Illusionist, The (2006)","Illusionist, The (2006)"
"Imaginarium of Doctor Parnassus, The (2009)","Imaginarium of Doctor Parnassus, The (2009)"
Immortal Beloved (1994),Immortal Beloved (1994)
In & Out (1997),In & Out (1997)
In Bruges (2008),In Bruges (2008)
In Good Company (2004),In Good Company (2004)
In Time (2011),In Time (2011)
In the Heat of the Night (1967),In the Heat of the Night (1967)
In the Line of Fire (1993),In the Line of Fire (1993)
In the Mood For Love (Fa yeung nin wa) (2000),In the Mood For Love (Fa yeung nin wa) (2000)
In the Name of the Father (1993),In the Name of the Father (1993)
Inception (2010),Inception (2010)
"Inconvenient Truth, An (2006)","Inconvenient Truth, An (2006)"
"Incredible Hulk, The (2008)","Incredible Hulk, The (2008)"
"Incredibles, The (2004)","Incredibles, The (2004)"
Independence Day (a.k.a. ID4) (1996),Independence Day (a.k.a. ID4) (1996)
"Indian in the Cupboard, The (1995)","Indian in the Cupboard, The (1995)"
Indiana Jones and the Kingdom of the Crystal Skull (2008),Indiana Jones and the Kingdom of the Crystal Skull (2008)
Indiana Jones and the Last Crusade (1989),Indiana Jones and the Last Crusade (1989)
Indiana Jones and the Temple of Doom (1984),Indiana Jones and the Temple of Doom (1984)
Inglourious Basterds (2009),Inglourious Basterds (2009)
Innerspace (1987),Innerspace (1987)
Inside Job (2010),Inside Job (2010)
Inside Man (2006),Inside Man (2006)
Inside Out (2015),Inside Out (2015)
"Insider, The (1999)","Insider, The (1999)"
Insomnia (2002),Insomnia (2002)
Inspector Gadget (1999),Inspector Gadget (1999)
Interstellar (2014),Interstellar (2014)
Interview with the Vampire: The Vampire Chronicles (1994),Interview with the Vampire: The Vampire Chronicles (1994)
Into the Wild (2007),Into the Wild (2007)
Intolerable Cruelty (2003),Intolerable Cruelty (2003)
Intouchables (2011),Intouchables (2011)
Invasion of the Body Snatchers (1956),Invasion of the Body Snatchers (1956)
"Iron Giant, The (1999)","Iron Giant, The (1999)"
Iron Man (2008),Iron Man (2008)
Iron Man 2 (2010),Iron Man 2 (2010)
Iron Man 3 (2013),Iron Man 3 (2013)
"Island of Dr. Moreau, The (1996)","Island of Dr. Moreau, The (1996)"
"Island, The (2005)","Island, The (2005)"
It Could Happen to You (1994),It Could Happen to You (1994)
It Happened One Night (1934),It Happened One Night (1934)
It's a Wonderful Life (1946),It's a Wonderful Life (1946)
"Italian Job, The (2003)","Italian Job, The (2003)"
JFK (1991),JFK (1991)
Jack (1996),Jack (1996)
Jack Reacher (2012),Jack Reacher (2012)
"Jackal, The (1997)","Jackal, The (1997)"
Jackass: The Movie (2002),Jackass: The Movie (2002)
Jackie Brown (1997),Jackie Brown (1997)
Jacob's Ladder (1990),Jacob's Ladder (1990)
James and the Giant Peach (1996),James and the Giant Peach (1996)
Jarhead (2005),Jarhead (2005)
Jaws (1975),Jaws (1975)
Jaws 2 (1978),Jaws 2 (1978)
Jay and Silent Bob Strike Back (2001),Jay and Silent Bob Strike Back (2001)
Jean de Florette (1986),Jean de Florette (1986)
"Jerk, The (1979)","Jerk, The (1979)"
Jerry Maguire (1996),Jerry Maguire (1996)
"Jewel of the Nile, The (1985)","Jewel of the Nile, The (1985)"
Jingle All the Way (1996),Jingle All the Way (1996)
Joe Dirt (2001),Joe Dirt (2001)
John Carter (2012),John Carter (2012)
John Q (2002),John Q (2002)
John Wick (2014),John Wick (2014)
Johnny English (2003),Johnny English (2003)
Johnny Mnemonic (1995),Johnny Mnemonic (1995)
Judge Dredd (1995),Judge Dredd (1995)
Julie & Julia (2009),Julie & Julia (2009)
Jumanji (1995),Jumanji (1995)
Jumper (2008),Jumper (2008)
Jumpin' Jack Flash (1986),Jumpin' Jack Flash (1986)
"Jungle Book, The (1967)","Jungle Book, The (1967)"
"Jungle Book, The (1994)","Jungle Book, The (1994)"
Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997)
Junior (1994),Junior (1994)
Juno (2007),Juno (2007)
Jurassic Park (1993),Jurassic Park (1993)
Jurassic Park III (2001),Jurassic Park III (2001)
Jurassic World (2015),Jurassic World (2015)
"Juror, The (1996)","Juror, The (1996)"
Just Cause (1995),Just Cause (1995)
K-PAX (2001),K-PAX (2001)
Kalifornia (1993),Kalifornia (1993)
"Karate Kid, Part II, The (1986)","Karate Kid, Part II, The (1986)"
"Karate Kid, Part III, The (1989)","Karate Kid, Part III, The (1989)"
"Karate Kid, The (1984)","Karate Kid, The (1984)"
Kate & Leopold (2001),Kate & Leopold (2001)
